OrderID,OrderDate,Region,State,Segment,ShipMode,Category,SubCategory,Quantity,UnitPrice,Discount,Sales,Profit
ORD-2024-1208,2024-04-10,East,New York,Consumer,First Class,Furniture,Bookcases,3,457.39,0.10,1778.33,-137.16
ORD-2024-1208,2024-04-10,East,New York,Consumer,First Class,Office Supplies,Binders,2,16.82,0.00,48.44,15.61
ORD-2024-1208,2024-04-10,East,New York,Consumer,First Class,Office Supplies,Storage,5,200.68,0.00,1444.90,196.35
ORD-2024-1209,2024-04-14,East,Massachusetts,Home Office,Standard Class,Office Supplies,Paper,7,55.88,0.00,563.27,162.03
ORD-2024-1209,2024-04-14,East,Massachusetts,Home Office,Standard Class,Office Supplies,Art,3,13.17,0.00,56.89,12.23
ORD-2024-1209,2024-04-14,East,Massachusetts,Home Office,Standard Class,Technology,Phones,5,889.28,0.20,5122.25,14.07
ORD-2024-1210,2024-04-18,West,Washington,Consumer,Second Class,Furniture,Bookcases,2,528.80,0.00,1522.94,-24.94
ORD-2024-1210,2024-04-18,West,Washington,Consumer,Second Class,Office Supplies,Storage,2,231.59,0.00,666.98,33.73
ORD-2024-1211,2024-04-22,East,Pennsylvania,Consumer,Standard Class,Office Supplies,Appliances,6,447.73,0.00,3868.39,278.10
ORD-2024-1211,2024-04-22,East,Pennsylvania,Consumer,Standard Class,Office Supplies,Storage,3,113.58,0.40,294.40,-84.22
ORD-2024-1211,2024-04-22,East,Pennsylvania,Consumer,Standard Class,Furniture,Chairs,3,241.73,0.10,939.85,-8.14
ORD-2024-1212,2024-04-26,Central,Michigan,Corporate,Standard Class,Technology,Accessories,5,151.94,0.15,929.87,17.68
ORD-2024-1213,2024-04-30,East,Pennsylvania,Corporate,Second Class,Office Supplies,Art,2,46.43,0.00,133.72,29.55
ORD-2024-1213,2024-04-30,East,Pennsylvania,Corporate,Second Class,Office Supplies,Storage,6,252.44,0.20,1744.87,-153.17
ORD-2024-1214,2024-05-04,West,Washington,Corporate,Standard Class,Technology,Copiers,3,802.55,0.00,3467.02,602.27
ORD-2024-1215,2024-05-08,West,Washington,Corporate,Standard Class,Office Supplies,Labels,1,28.69,0.00,41.31,15.30
ORD-2024-1215,2024-05-08,West,Washington,Corporate,Standard Class,Technology,Accessories,3,179.50,0.20,620.35,-24.16
ORD-2024-1216,2024-05-12,West,Washington,Corporate,First Class,Office Supplies,Storage,1,89.70,0.00,129.17,7.66
ORD-2024-1216,2024-05-12,West,Washington,Corporate,First Class,Office Supplies,Storage,7,100.89,0.20,813.58,-66.51
ORD-2024-1217,2024-05-16,West,Washington,Consumer,Standard Class,Furniture,Chairs,4,411.15,0.10,2131.40,125.09
ORD-2024-1218,2024-05-20,Central,Michigan,Consumer,Standard Class,Furniture,Chairs,2,310.72,0.00,894.87,76.86
ORD-2024-1218,2024-05-20,Central,Michigan,Consumer,Standard Class,Office Supplies,Art,4,15.65,0.00,90.14,21.60
ORD-2024-1219,2024-05-24,South,Virginia,Consumer,Standard Class,Office Supplies,Binders,2,81.25,0.10,210.60,41.91
ORD-2024-1220,2024-05-28,South,Georgia,Home Office,Second Class,Office Supplies,Storage,7,119.54,0.00,1204.96,49.98
ORD-2024-1220,2024-05-28,South,Georgia,Home Office,Second Class,Office Supplies,Paper,6,33.26,0.20,229.89,36.62
ORD-2024-1221,2024-06-01,Central,Texas,Consumer,Standard Class,Office Supplies,Paper,4,38.34,0.00,220.84,68.99
ORD-2024-1222,2024-06-05,West,Washington,Consumer,First Class,Technology,Copiers,5,1525.28,0.00,10982.02,1879.16
ORD-2024-1222,2024-06-05,West,Washington,Consumer,First Class,Office Supplies,Art,5,16.53,0.20,95.21,1.20
ORD-2024-1222,2024-06-05,West,Washington,Consumer,First Class,Technology,Machines,7,422.22,0.00,4255.98,132.55
ORD-2024-1223,2024-06-09,West,Oregon,Consumer,Standard Class,Office Supplies,Binders,2,39.62,0.10,102.70,23.93
ORD-2024-1224,2024-06-13,East,Massachusetts,Consumer,First Class,Office Supplies,Binders,1,32.75,0.00,47.16,11.87
ORD-2024-1224,2024-06-13,East,Massachusetts,Consumer,First Class,Office Supplies,Binders,1,81.87,0.00,117.89,35.19
ORD-2024-1225,2024-06-17,East,Massachusetts,Consumer,Standard Class,Office Supplies,Paper,4,12.98,0.00,74.76,24.47
ORD-2024-1225,2024-06-17,East,Massachusetts,Consumer,Standard Class,Furniture,Chairs,7,326.00,0.10,2957.47,88.93
ORD-2024-1225,2024-06-17,East,Massachusetts,Consumer,Standard Class,Technology,Accessories,7,157.04,0.00,1582.96,374.69
ORD-2024-1226,2024-06-21,South,Virginia,Home Office,Standard Class,Technology,Phones,6,595.60,0.10,4631.39,96.39
ORD-2024-1226,2024-06-21,South,Virginia,Home Office,Standard Class,Office Supplies,Binders,3,80.14,0.10,311.58,46.50
ORD-2024-1227,2024-06-25,Central,Illinois,Consumer,Standard Class,Technology,Copiers,7,1944.92,0.30,13723.36,-237.80
ORD-2024-1227,2024-06-25,Central,Illinois,Consumer,Standard Class,Office Supplies,Storage,7,40.69,0.10,369.14,7.18
ORD-2024-1228,2024-06-29,West,Oregon,Corporate,Standard Class,Furniture,Chairs,5,200.02,0.20,1152.12,-135.91
ORD-2024-1228,2024-06-29,West,Oregon,Corporate,Standard Class,Furniture,Chairs,7,432.56,0.15,3706.17,47.66
ORD-2024-1228,2024-06-29,West,Oregon,Corporate,Standard Class,Office Supplies,Labels,3,11.67,0.00,50.41,15.31
ORD-2024-1229,2024-07-03,Central,Texas,Home Office,Second Class,Technology,Copiers,2,357.80,0.00,1030.46,248.46
ORD-2024-1229,2024-07-03,Central,Texas,Home Office,Second Class,Furniture,Furnishings,7,31.04,0.10,281.59,2.48
ORD-2024-1229,2024-07-03,Central,Texas,Home Office,Second Class,Furniture,Tables,4,859.89,0.00,4952.97,-262.46
ORD-2024-1230,2024-07-07,West,Oregon,Consumer,First Class,Technology,Machines,6,355.38,0.15,2609.91,-105.31
ORD-2024-1231,2024-07-11,West,Washington,Home Office,Standard Class,Furniture,Bookcases,1,599.09,0.15,733.29,-130.31
ORD-2024-1231,2024-07-11,West,Washington,Home Office,Standard Class,Furniture,Furnishings,7,34.26,0.00,345.34,37.37
ORD-2024-1231,2024-07-11,West,Washington,Home Office,Standard Class,Technology,Accessories,1,145.44,0.00,209.43,47.31
ORD-2024-1232,2024-07-15,Central,Illinois,Corporate,Standard Class,Office Supplies,Paper,1,44.99,0.00,64.79,18.72
ORD-2024-1232,2024-07-15,Central,Illinois,Corporate,Standard Class,Office Supplies,Paper,1,20.63,0.00,29.71,8.33
ORD-2024-1233,2024-07-19,East,New York,Corporate,Standard Class,Furniture,Furnishings,2,48.39,0.00,139.36,20.64
ORD-2024-1234,2024-07-23,South,Virginia,Corporate,Standard Class,Technology,Machines,5,999.82,0.15,6118.90,-684.11
ORD-2024-1235,2024-07-27,Central,Michigan,Consumer,Standard Class,Furniture,Chairs,5,481.97,0.00,3470.18,480.76
ORD-2024-1235,2024-07-27,Central,Michigan,Consumer,Standard Class,Furniture,Bookcases,7,629.92,0.00,6349.59,-244.45
ORD-2024-1236,2024-07-31,West,Washington,Corporate,Standard Class,Office Supplies,Binders,4,52.99,0.00,305.22,86.47
ORD-2024-1236,2024-07-31,West,Washington,Corporate,Standard Class,Technology,Machines,4,1167.24,0.15,5714.81,-730.51
ORD-2024-1237,2024-08-04,West,Washington,Consumer,Standard Class,Furniture,Bookcases,7,281.30,0.00,2835.50,-166.26
ORD-2024-1237,2024-08-04,West,Washington,Consumer,Standard Class,Office Supplies,Storage,3,80.71,0.00,348.67,15.09
ORD-2024-1238,2024-08-08,Central,Illinois,Consumer,Standard Class,Office Supplies,Labels,4,27.50,0.00,158.40,48.07
ORD-2024-1239,2024-08-12,West,California,Corporate,Standard Class,Furniture,Furnishings,7,155.87,0.10,1414.05,87.08
ORD-2024-1240,2024-08-16,South,Virginia,Consumer,Standard Class,Technology,Copiers,2,1842.68,0.00,5306.92,1333.81
ORD-2024-1240,2024-08-16,South,Virginia,Consumer,Standard Class,Furniture,Tables,6,281.99,0.00,2436.39,-232.64
ORD-2024-1240,2024-08-16,South,Virginia,Consumer,Standard Class,Furniture,Bookcases,5,688.41,0.00,4956.55,-63.05
ORD-2024-1241,2024-08-20,South,Virginia,Consumer,Standard Class,Furniture,Bookcases,6,284.22,0.00,2455.66,-55.85
ORD-2024-1241,2024-08-20,South,Virginia,Consumer,Standard Class,Furniture,Tables,2,1027.55,0.00,2959.34,-144.46
ORD-2024-1242,2024-08-24,Central,Illinois,Consumer,Standard Class,Furniture,Tables,2,920.35,0.00,2650.61,-168.95
ORD-2024-1242,2024-08-24,Central,Illinois,Consumer,Standard Class,Technology,Accessories,1,137.21,0.00,197.58,40.40
ORD-2024-1242,2024-08-24,Central,Illinois,Consumer,Standard Class,Office Supplies,Binders,2,48.54,0.00,139.80,36.55
ORD-2024-1243,2024-08-28,East,New York,Consumer,Second Class,Furniture,Furnishings,1,63.85,0.20,73.56,-5.07
ORD-2024-1243,2024-08-28,East,New York,Consumer,Second Class,Furniture,Furnishings,1,75.37,0.15,92.25,-1.68
ORD-2024-1243,2024-08-28,East,New York,Consumer,Second Class,Furniture,Furnishings,5,65.10,0.00,468.72,70.43
ORD-2024-1244,2024-09-01,East,Pennsylvania,Consumer,Standard Class,Furniture,Furnishings,3,21.01,0.00,90.76,11.69
ORD-2024-1244,2024-09-01,East,Pennsylvania,Consumer,Standard Class,Technology,Accessories,5,116.45,0.00,838.44,122.47
ORD-2024-1245,2024-09-05,South,Georgia,Consumer,Standard Class,Technology,Machines,6,1130.80,0.15,8304.60,-1011.36
ORD-2024-1246,2024-09-09,West,California,Consumer,Standard Class,Technology,Copiers,3,896.75,0.30,2711.77,-17.77
ORD-2024-1246,2024-09-09,West,California,Consumer,Standard Class,Office Supplies,Labels,7,37.93,0.20,305.87,65.84
ORD-2024-1247,2024-09-13,South,Florida,Consumer,Standard Class,Technology,Phones,6,793.53,0.00,6856.10,1147.13
ORD-2024-1247,2024-09-13,South,Florida,Consumer,Standard Class,Technology,Phones,2,653.77,0.20,1506.29,-34.29
ORD-2024-1248,2024-09-17,West,Washington,Corporate,Second Class,Technology,Phones,1,337.15,0.00,485.50,65.20
ORD-2024-1249,2024-09-21,East,Massachusetts,Consumer,First Class,Technology,Accessories,5,21.86,0.00,157.39,29.99
ORD-2024-1249,2024-09-21,East,Massachusetts,Consumer,First Class,Furniture,Bookcases,2,607.79,0.10,1575.39,-221.18
ORD-2024-1250,2024-09-25,East,Massachusetts,Consumer,Second Class,Office Supplies,Appliances,3,298.86,0.00,1291.08,120.15
ORD-2024-1250,2024-09-25,East,Massachusetts,Consumer,Second Class,Office Supplies,Storage,7,116.32,0.15,996.63,-29.71
ORD-2024-1250,2024-09-25,East,Massachusetts,Consumer,Second Class,Office Supplies,Binders,1,28.82,0.00,41.50,12.62
ORD-2024-1251,2024-09-29,West,California,Consumer,Standard Class,Office Supplies,Storage,1,86.05,0.00,123.91,12.45
ORD-2024-1251,2024-09-29,West,California,Consumer,Standard Class,Office Supplies,Art,4,10.84,0.15,53.07,5.69
ORD-2024-1252,2024-10-03,Central,Michigan,Home Office,Standard Class,Furniture,Furnishings,2,102.35,0.00,294.77,45.11
ORD-2024-1252,2024-10-03,Central,Michigan,Home Office,Standard Class,Technology,Phones,4,283.86,0.00,1635.03,200.51
ORD-2024-1253,2024-10-07,South,Virginia,Consumer,First Class,Technology,Phones,5,601.87,0.00,4333.46,709.48
ORD-2024-1253,2024-10-07,South,Virginia,Consumer,First Class,Technology,Accessories,4,128.38,0.00,739.47,174.79
ORD-2024-1253,2024-10-07,South,Virginia,Consumer,First Class,Office Supplies,Appliances,4,320.07,0.30,1290.52,-145.15
ORD-2024-1254,2024-10-11,West,Washington,Consumer,Standard Class,Office Supplies,Appliances,3,201.98,0.15,741.67,-39.71
ORD-2024-1255,2024-10-15,Central,Texas,Consumer,First Class,Furniture,Furnishings,5,108.17,0.10,700.94,54.33
ORD-2024-1255,2024-10-15,Central,Texas,Consumer,First Class,Office Supplies,Binders,4,11.24,0.15,55.03,8.30
ORD-2024-1255,2024-10-15,Central,Texas,Consumer,First Class,Technology,Phones,3,671.60,0.00,2901.31,514.76
ORD-2024-1256,2024-10-19,South,Virginia,Corporate,Standard Class,Technology,Machines,3,1492.33,0.15,5479.84,-543.67
ORD-2024-1257,2024-10-23,West,California,Consumer,Standard Class,Furniture,Chairs,4,359.29,0.00,2069.51,112.96
ORD-2024-1257,2024-10-23,West,California,Consumer,Standard Class,Office Supplies,Labels,5,19.57,0.00,140.90,42.47
ORD-2024-1258,2024-10-27,East,New York,Home Office,First Class,Technology,Phones,3,249.83,0.00,1079.27,151.29
ORD-2024-1258,2024-10-27,East,New York,Home Office,First Class,Technology,Machines,2,1392.29,0.15,3408.33,-410.40
ORD-2024-1259,2024-10-31,East,Massachusetts,Consumer,Standard Class,Technology,Accessories,5,84.09,0.15,514.63,24.35
ORD-2024-1259,2024-10-31,East,Massachusetts,Consumer,Standard Class,Furniture,Furnishings,1,113.76,0.40,98.29,-22.65
ORD-2024-1260,2024-11-04,East,Massachusetts,Consumer,Standard Class,Furniture,Furnishings,6,156.54,0.00,1825.88,246.35
ORD-2024-1261,2024-11-08,Central,Illinois,Consumer,Second Class,Office Supplies,Art,6,31.91,0.15,316.37,29.14
ORD-2024-1262,2024-11-12,South,Florida,Consumer,Standard Class,Technology,Machines,4,931.51,0.00,7243.42,562.29
ORD-2024-1263,2024-11-16,South,Virginia,Consumer,First Class,Office Supplies,Appliances,7,336.32,0.15,3890.15,-1.32
ORD-2024-1264,2024-11-20,West,Oregon,Consumer,Standard Class,Technology,Machines,5,1038.82,0.00,10097.33,540.81
ORD-2024-1264,2024-11-20,West,Oregon,Consumer,Standard Class,Office Supplies,Binders,4,12.98,0.00,100.93,29.89
ORD-2024-1264,2024-11-20,West,Oregon,Consumer,Standard Class,Office Supplies,Labels,3,19.87,0.20,92.71,20.16
ORD-2024-1265,2024-11-24,Central,Michigan,Consumer,Standard Class,Office Supplies,Art,2,18.45,0.00,71.73,16.72
ORD-2024-1265,2024-11-24,Central,Michigan,Consumer,Standard Class,Technology,Machines,1,1391.91,0.00,2705.87,44.75
ORD-2024-1266,2024-11-28,South,Florida,Corporate,Second Class,Technology,Phones,5,896.48,0.10,7842.41,565.49
ORD-2024-1267,2024-12-02,East,New York,Home Office,Standard Class,Technology,Phones,4,782.55,0.00,6085.11,887.00
ORD-2024-1267,2024-12-02,East,New York,Home Office,Standard Class,Office Supplies,Labels,6,32.84,0.10,344.74,103.20
ORD-2024-1267,2024-12-02,East,New York,Home Office,Standard Class,Furniture,Chairs,6,502.43,0.20,4688.27,-176.13
ORD-2024-1268,2024-12-06,Central,Illinois,Home Office,Standard Class,Office Supplies,Art,4,37.78,0.30,205.64,-8.52
ORD-2024-1268,2024-12-06,Central,Illinois,Home Office,Standard Class,Furniture,Tables,1,978.47,0.15,1616.82,-391.81
ORD-2024-1269,2024-12-10,West,California,Corporate,Standard Class,Technology,Copiers,3,504.81,0.00,2944.05,708.52
ORD-2024-1269,2024-12-10,West,California,Corporate,Standard Class,Office Supplies,Paper,6,16.79,0.15,166.46,33.44
ORD-2024-1270,2024-12-14,West,Washington,Consumer,First Class,Furniture,Chairs,3,445.25,0.30,1817.69,-345.49
ORD-2024-1270,2024-12-14,West,Washington,Consumer,First Class,Office Supplies,Labels,2,17.21,0.00,66.91,23.12
ORD-2024-1271,2024-12-18,Central,Michigan,Corporate,Second Class,Office Supplies,Appliances,1,260.46,0.10,455.70,16.28
ORD-2024-1271,2024-12-18,Central,Michigan,Corporate,Second Class,Office Supplies,Labels,5,32.19,0.15,265.95,65.27
ORD-2024-1272,2024-12-22,West,California,Home Office,Standard Class,Furniture,Furnishings,4,112.45,0.00,874.41,159.21
ORD-2024-1272,2024-12-22,West,California,Home Office,Standard Class,Technology,Accessories,5,56.23,0.20,437.24,15.46
ORD-2024-1273,2024-12-26,East,New York,Home Office,Same Day,Technology,Accessories,4,146.88,0.15,970.82,42.73
ORD-2024-1273,2024-12-26,East,New York,Home Office,Same Day,Furniture,Furnishings,1,101.34,0.00,197.00,30.23
ORD-2024-1274,2024-12-30,East,New York,Consumer,Standard Class,Technology,Copiers,7,363.73,0.00,4949.64,843.03
